room_id,asset_type,power_draw,usage_hours,operating_hours_since_service,error_log_count,failure
219,Set-top box,0.305,7.4,2641,4,0
320,TV,0.339,4.2,2610,25,1
302,Set-top box,0.341,7.6,842,15,0
201,Set-top box,0.379,16.3,621,43,1
327,AC,0.384,19.8,183,4,0
208,Set-top box,0.463,10.1,1345,0,0
410,AC,0.586,14.3,859,40,0
302,Set-top box,0.175,17.3,1691,18,1
229,AC,0.626,8.7,3851,11,0
117,Set-top box,0.183,16.4,1707,24,0
218,TV,0.371,8.1,926,21,0
117,Set-top box,0.355,5.6,1727,32,1
306,TV,0.351,3.9,3536,8,1
107,TV,0.433,14.5,3719,1,1
425,AC,0.795,13.7,3637,28,1
111,Set-top box,0.142,16.6,2311,20,0
107,Set-top box,0.189,17.2,1449,49,1
229,TV,0.295,5.2,2381,20,1
219,TV,0.118,1.4,2146,24,1
129,AC,0.616,15.6,1523,20,0
419,TV,0.103,2.1,1268,1,0
329,TV,0.19,14.4,1310,10,0
425,AC,0.442,17.6,2237,22,1
130,TV,0.187,16.8,1913,5,0
320,Set-top box,0.203,3.8,376,43,1
115,Set-top box,0.266,2.5,1618,8,0
218,Set-top box,0.207,17.2,2833,36,0
220,Set-top box,0.229,8.3,1416,3,0
425,Set-top box,0.056,3.7,728,4,0
115,AC,0.543,12.5,2204,36,1
426,AC,0.92,6.2,3635,27,1
320,TV,0.395,10.2,3560,19,1
202,AC,0.214,7.2,4814,3,1
428,TV,0.124,6.0,549,30,1
425,TV,0.461,13.0,653,21,1
313,TV,0.338,13.1,1375,14,1
207,TV,0.618,3.0,920,14,1
310,Set-top box,0.335,6.7,2702,31,1
315,TV,0.495,14.6,3107,12,1
213,TV,0.429,2.7,1374,24,0
419,Set-top box,0.096,17.0,2338,39,1
323,TV,0.584,13.5,1739,17,1
422,Set-top box,0.192,6.3,1205,38,1
113,AC,0.268,17.4,2958,10,0
413,TV,0.248,15.4,3795,29,1
124,Set-top box,0.395,16.7,1090,23,0
424,AC,0.202,10.1,4886,13,1
122,Set-top box,0.256,3.0,2172,29,1
124,Set-top box,0.318,9.8,1286,0,0
127,AC,0.223,5.5,2757,21,0
421,TV,0.603,5.8,1402,12,0
212,TV,0.356,12.8,2100,30,1
213,AC,0.557,4.3,4479,15,1
123,Set-top box,0.399,2.2,1975,11,1
201,AC,0.842,18.7,4306,21,1
112,AC,0.263,21.2,3810,36,1
110,Set-top box,0.411,15.0,3170,15,1
223,Set-top box,0.397,1.2,1307,36,1
105,TV,0.379,5.9,2288,5,0
112,TV,0.495,4.0,3533,10,1
213,TV,0.522,7.4,3368,10,1
213,AC,0.475,20.2,3176,35,0
203,Set-top box,0.186,14.7,1823,42,1
120,AC,0.877,2.1,3870,9,1
308,Set-top box,0.337,17.2,3297,1,0
327,TV,0.196,11.3,3264,0,0
411,Set-top box,0.213,6.5,1029,17,0
122,Set-top box,0.171,17.3,1455,23,1
312,TV,0.653,3.8,464,4,0
323,Set-top box,0.081,3.0,1880,37,1
403,Set-top box,0.079,13.3,965,36,1
125,AC,0.652,8.5,1858,9,1
411,TV,0.529,7.9,1030,18,1
113,Set-top box,0.384,14.0,2301,32,1
430,TV,0.101,12.0,802,22,1
323,AC,0.583,13.2,2326,3,0
324,AC,0.529,18.8,274,40,1
324,AC,0.8,4.0,3179,6,1
420,Set-top box,0.491,13.2,2505,44,1
213,Set-top box,0.219,12.8,3307,42,1
210,AC,0.806,2.2,4249,9,0
121,AC,0.327,13.3,4685,9,0
128,Set-top box,0.176,15.6,108,47,1
120,AC,0.233,7.6,2214,8,0
412,Set-top box,0.352,11.4,3220,12,1
313,TV,0.251,4.2,2088,14,0
130,Set-top box,0.498,11.1,3478,29,1
223,Set-top box,0.173,5.6,1076,50,1
411,AC,0.463,19.6,1834,0,1
214,Set-top box,0.272,15.9,1786,43,1
325,AC,0.935,14.5,2221,34,1
130,AC,0.674,8.7,1039,17,1
422,Set-top box,0.408,17.1,3035,4,1
202,Set-top box,0.272,7.5,1921,38,1
424,AC,0.714,15.6,3093,5,0
211,TV,0.631,8.0,3193,19,1
211,AC,0.402,12.1,3836,1,1
312,Set-top box,0.48,5.4,2337,35,0
214,AC,0.956,15.5,1223,34,1
316,TV,0.367,6.4,2533,6,0
311,Set-top box,0.483,11.2,365,4,0
229,Set-top box,0.363,3.5,1247,24,1
408,Set-top box,0.168,6.6,455,50,1
210,AC,0.267,10.9,2930,14,0
418,Set-top box,0.147,11.1,2448,5,0
224,Set-top box,0.38,13.3,2464,32,1
201,Set-top box,0.189,8.6,2347,5,0
418,Set-top box,0.255,11.8,3345,11,0
316,AC,0.334,17.1,102,31,1
409,Set-top box,0.419,14.2,3186,2,1
413,TV,0.506,15.9,2458,20,0
126,AC,0.91,10.6,392,38,1
304,TV,0.331,1.5,3757,18,1
403,TV,0.166,11.8,2712,11,1
204,Set-top box,0.41,4.4,1747,23,1
412,TV,0.395,8.0,742,5,0
413,Set-top box,0.071,17.0,3381,41,1
212,TV,0.101,2.2,2902,13,0
106,Set-top box,0.175,4.8,1807,35,0
216,Set-top box,0.117,8.6,3313,50,0
317,AC,0.811,12.6,575,25,1
227,TV,0.641,6.5,478,20,1
316,TV,0.257,10.3,3441,5,1
410,AC,0.861,19.5,239,11,1
319,Set-top box,0.29,16.8,1947,47,1
211,TV,0.205,13.9,2866,10,0
301,TV,0.669,1.4,3603,23,0
420,AC,0.221,17.0,4428,26,0
127,AC,0.851,20.6,508,33,1
227,Set-top box,0.185,17.5,1009,48,0
308,TV,0.489,4.9,3696,28,1
321,Set-top box,0.386,7.2,2621,17,1
207,AC,0.328,2.6,4473,37,1
417,Set-top box,0.423,12.8,290,16,0
319,TV,0.462,1.0,511,7,0
124,TV,0.525,15.0,1138,16,1
309,TV,0.187,2.2,3941,9,1
417,Set-top box,0.363,12.8,2113,48,1
206,AC,0.791,10.9,4023,30,1
319,Set-top box,0.382,9.4,2928,37,1
402,Set-top box,0.374,2.2,2369,49,0
113,TV,0.351,3.3,1621,13,0
315,Set-top box,0.147,7.3,199,16,1
411,TV,0.552,11.7,3410,7,1
430,AC,0.849,12.6,1558,15,0
216,AC,0.436,21.7,135,22,1
102,Set-top box,0.257,6.2,3307,14,1
427,AC,0.65,3.3,4047,24,0
420,TV,0.683,13.6,2753,14,1
130,AC,0.23,5.6,4145,39,0
402,TV,0.593,11.5,1432,6,0
108,Set-top box,0.087,8.2,1813,38,0
306,AC,0.626,14.4,1346,35,1
419,AC,0.759,10.5,4156,5,0
204,AC,0.945,7.0,789,15,0
216,TV,0.184,13.9,3705,14,1
114,Set-top box,0.189,13.6,3083,11,1
306,TV,0.122,12.4,2904,12,1
322,Set-top box,0.102,14.1,2808,5,1
202,Set-top box,0.292,17.6,454,13,0
219,AC,0.872,16.5,3147,16,1
422,TV,0.131,7.4,191,10,0
404,AC,0.252,7.3,357,19,1
312,Set-top box,0.376,7.9,2473,19,0
128,AC,0.562,7.8,4784,28,1
319,Set-top box,0.077,15.6,2083,15,0
318,TV,0.282,10.4,3301,16,0
201,AC,0.746,20.6,3932,22,1
425,TV,0.253,5.2,1822,25,1
318,AC,0.822,8.7,4083,25,1
306,TV,0.631,17.8,3681,11,1
113,TV,0.467,11.0,1475,11,0
429,AC,0.83,12.2,890,0,1
410,Set-top box,0.469,3.2,1526,9,1
301,Set-top box,0.063,1.4,166,30,1
210,Set-top box,0.053,3.4,312,25,0
104,Set-top box,0.188,13.7,2381,18,1
424,TV,0.133,16.1,1199,25,1
418,TV,0.553,16.3,262,3,1
317,TV,0.225,14.0,1504,6,0
303,TV,0.196,10.5,3586,17,1
303,AC,0.573,13.7,4041,18,1
227,Set-top box,0.456,4.2,1516,19,1
306,AC,0.578,11.5,213,37,1
301,Set-top box,0.498,8.1,911,5,0
422,TV,0.415,16.1,87,25,1
202,TV,0.318,14.9,3694,19,1
110,TV,0.182,17.4,3855,5,1
427,AC,0.67,5.7,1492,3,0
207,TV,0.453,9.8,1667,27,1
319,Set-top box,0.234,6.8,2394,48,1
424,TV,0.367,9.4,1335,6,0
327,TV,0.638,1.4,2485,7,1
430,AC,0.507,18.7,4662,24,1
210,Set-top box,0.455,13.5,1925,24,0
120,Set-top box,0.345,2.7,2587,4,0
311,TV,0.414,6.5,2094,16,0
221,TV,0.414,5.9,2336,21,1
101,TV,0.553,15.6,676,20,1
323,Set-top box,0.14,12.4,3232,12,0
403,TV,0.254,2.2,3722,9,0
119,TV,0.495,17.3,601,30,1
312,TV,0.536,14.4,947,14,0
309,AC,0.794,7.7,774,38,1
305,AC,0.861,9.4,3342,2,1
304,Set-top box,0.279,12.6,233,13,0
108,TV,0.307,13.5,2623,3,0
226,TV,0.475,11.1,323,11,0
415,Set-top box,0.446,2.0,3245,21,1
330,Set-top box,0.472,8.1,107,32,1
218,AC,0.99,17.5,561,23,1
428,Set-top box,0.487,12.2,1602,7,0
208,TV,0.328,7.0,2639,6,0
226,Set-top box,0.138,11.0,1395,6,0
222,AC,0.871,11.7,3914,38,1
116,AC,0.592,3.8,1955,38,1
128,Set-top box,0.263,3.9,261,42,0
223,TV,0.496,10.1,2755,9,1
326,Set-top box,0.403,2.8,2678,43,1
220,Set-top box,0.309,5.1,2229,6,0
307,Set-top box,0.085,8.9,654,28,0
112,TV,0.146,11.3,2564,30,1
306,TV,0.462,14.6,115,19,0
325,TV,0.353,5.2,2955,20,1
309,AC,0.548,21.0,4052,14,1
115,AC,0.292,16.8,71,2,0
403,AC,0.682,14.6,3181,21,1
301,TV,0.695,5.0,3817,6,1
108,Set-top box,0.131,6.0,470,5,0
312,AC,0.923,9.7,2503,23,1
314,TV,0.437,3.0,606,15,0
207,AC,0.206,7.6,4373,39,0
418,AC,0.202,7.2,4395,10,0
106,TV,0.136,9.1,1695,13,0
227,Set-top box,0.156,4.5,419,46,1
417,Set-top box,0.142,8.1,1297,43,1
316,TV,0.394,15.2,622,25,1
430,AC,0.519,14.3,3308,18,1
325,Set-top box,0.322,6.9,269,0,0
419,TV,0.495,8.9,1683,4,0
224,Set-top box,0.221,8.5,2133,46,1
312,TV,0.18,8.1,843,13,0
219,AC,0.705,17.7,2181,35,1
325,Set-top box,0.307,14.3,1313,49,1
207,Set-top box,0.305,16.3,3250,24,1
111,AC,0.663,2.9,2872,4,0
129,AC,0.868,21.0,1047,7,1
210,Set-top box,0.286,8.7,1559,33,1
203,TV,0.505,6.7,2109,25,1
307,AC,0.831,9.6,1273,25,1
230,Set-top box,0.435,6.2,643,19,1
203,TV,0.437,3.7,278,12,0
326,AC,0.643,21.5,1432,23,0
125,TV,0.694,8.5,647,14,1
121,TV,0.492,7.2,2726,28,1
226,AC,0.558,11.5,942,19,0
225,TV,0.629,13.8,1226,13,0
209,TV,0.144,1.5,521,4,0
215,Set-top box,0.376,17.8,877,34,1
111,Set-top box,0.321,15.9,820,48,1
402,TV,0.193,14.9,2857,20,0
308,TV,0.23,1.4,100,6,0
211,TV,0.408,14.9,1371,17,0
410,TV,0.23,8.8,826,24,0
115,AC,0.602,20.0,1519,14,0
206,AC,0.887,12.8,755,19,0
416,AC,0.545,14.7,4756,12,0
425,TV,0.359,16.9,2561,10,1
414,AC,0.473,7.2,3133,40,1
228,Set-top box,0.336,6.6,1643,30,0
126,AC,0.527,21.4,2260,26,1
410,AC,0.412,19.8,1802,11,0
401,Set-top box,0.396,4.7,1680,33,1
125,Set-top box,0.193,10.5,2996,7,1
215,TV,0.56,15.7,2921,7,1
216,Set-top box,0.151,17.3,1204,22,1
115,TV,0.136,17.9,2964,8,1
313,AC,0.342,4.7,3054,22,0
326,TV,0.339,4.5,2771,9,0
130,TV,0.502,1.7,2691,11,1
214,TV,0.235,1.2,1594,7,0
108,TV,0.576,8.8,504,26,0
119,AC,0.263,10.9,4744,28,1
301,AC,0.27,20.4,1613,4,0
122,AC,0.884,10.5,3045,39,1
421,AC,0.295,5.3,1993,40,1
307,Set-top box,0.214,14.2,1990,15,1
201,TV,0.643,14.5,710,7,1
405,TV,0.148,7.8,2273,2,0
228,AC,0.455,20.7,3325,20,0
303,AC,0.659,12.5,3316,40,1
313,AC,0.544,6.7,2042,39,1
415,Set-top box,0.424,14.4,3132,17,1
420,AC,0.867,16.9,4832,38,1
221,AC,0.271,20.4,3144,40,1
130,TV,0.159,13.5,3613,6,1
320,Set-top box,0.101,9.2,2033,10,0
207,TV,0.412,5.2,1392,16,0
102,Set-top box,0.387,16.7,1019,10,0
430,AC,0.216,18.6,3614,25,1
216,AC,0.366,2.1,4734,13,1
208,AC,0.539,20.2,3750,2,1
427,Set-top box,0.453,7.6,1176,36,1
419,TV,0.62,5.3,2540,26,1
421,TV,0.194,3.9,3303,21,1
417,AC,0.269,18.9,4675,12,1
424,TV,0.63,4.9,2832,26,1
202,AC,0.569,15.9,2977,10,1
427,TV,0.696,4.7,1706,27,1
217,TV,0.626,10.4,3447,8,0
409,Set-top box,0.231,12.8,2750,38,1
303,Set-top box,0.308,1.9,2584,28,1
312,TV,0.408,12.3,2294,23,1
204,Set-top box,0.145,7.5,1783,47,1
304,AC,0.531,5.2,1644,15,0
320,Set-top box,0.226,7.2,2695,31,1
328,AC,0.919,10.2,482,29,1
321,Set-top box,0.455,10.4,3038,6,1
308,AC,0.272,6.1,1353,7,0
308,AC,0.53,17.0,4084,25,1
325,TV,0.404,10.6,2870,28,0
415,TV,0.449,14.8,3361,17,1
322,Set-top box,0.06,10.5,1667,40,1
115,TV,0.653,16.3,2178,13,1
328,TV,0.457,5.7,1984,24,1
219,Set-top box,0.449,5.8,1659,6,0
204,TV,0.56,7.9,188,8,0
404,AC,0.455,5.1,4445,23,0
114,TV,0.174,13.4,1489,30,1
225,Set-top box,0.23,14.9,1155,5,1
201,AC,0.84,20.9,587,12,0
428,Set-top box,0.213,9.3,3362,4,0
219,AC,0.354,14.9,472,36,1
423,AC,0.55,16.0,1388,8,0
218,AC,0.977,11.8,3027,18,1
303,TV,0.4,2.5,1490,19,0
124,AC,0.217,9.6,1153,16,0
415,TV,0.563,16.4,3231,26,0
101,Set-top box,0.49,10.1,565,8,0
404,Set-top box,0.278,13.6,1063,31,1
402,AC,0.381,10.5,4205,22,0
112,TV,0.547,6.9,450,13,1
121,AC,0.705,18.3,4792,25,1
201,AC,0.626,18.5,2444,28,1
222,TV,0.178,6.5,3962,18,1
321,Set-top box,0.367,16.6,1229,13,0
303,Set-top box,0.196,4.8,3433,2,1
214,AC,0.956,2.0,2512,2,0
208,AC,0.669,4.0,4594,8,1
310,TV,0.481,5.1,2185,9,0
410,AC,0.779,9.1,3833,8,1
306,AC,0.842,5.2,1295,10,0
309,TV,0.519,6.1,1638,11,1
312,AC,0.662,18.8,3369,16,1
404,Set-top box,0.096,16.6,2680,40,1
317,AC,0.336,13.5,393,35,1
330,Set-top box,0.341,7.4,1908,12,1
304,AC,0.448,15.9,2545,21,1
307,AC,0.869,7.9,3427,32,1
222,AC,0.481,16.4,2829,29,1
306,AC,0.374,13.0,1333,24,0
307,TV,0.305,7.3,2870,27,1
112,AC,0.565,3.2,4008,31,1
107,Set-top box,0.161,8.4,1849,33,1
129,AC,0.581,11.5,4412,14,1
127,TV,0.263,2.5,3642,7,0
222,Set-top box,0.084,10.8,2170,39,1
116,TV,0.281,3.3,695,23,0
221,Set-top box,0.284,5.2,474,30,1
304,Set-top box,0.202,7.2,1030,31,1
312,TV,0.451,16.0,3156,15,1
218,TV,0.21,1.9,3715,28,1
420,TV,0.107,7.7,694,19,0
112,AC,0.911,21.8,531,33,1
326,AC,0.756,6.7,2706,16,1
413,AC,0.952,15.7,467,32,1
425,AC,0.683,19.5,1873,33,1
217,AC,0.798,16.0,2503,30,1
405,TV,0.202,16.5,2373,4,1
102,TV,0.501,10.4,3866,21,1
413,Set-top box,0.084,1.3,986,2,0
108,AC,0.265,6.5,2660,6,0
211,Set-top box,0.086,3.3,2092,18,1
427,Set-top box,0.195,5.7,640,47,1
401,TV,0.244,8.7,1181,4,0
316,Set-top box,0.167,2.4,3379,9,0
426,AC,0.881,20.2,3607,19,1
426,TV,0.663,5.3,1824,15,1
221,TV,0.561,5.3,1755,17,1
428,TV,0.682,9.1,2139,11,1
319,Set-top box,0.239,10.7,1443,47,1
226,AC,0.892,11.8,2097,5,1
319,TV,0.529,3.9,1462,29,0
113,TV,0.47,14.8,2941,25,1
426,Set-top box,0.133,1.9,2107,27,0
423,AC,0.638,16.1,4421,4,1
105,Set-top box,0.46,13.7,3461,18,1
428,AC,0.762,9.7,2443,36,1
119,Set-top box,0.297,6.3,3068,35,1
107,Set-top box,0.08,2.6,2828,24,1
401,Set-top box,0.362,9.4,723,2,0
329,TV,0.443,17.0,3772,26,1
402,AC,0.236,5.7,4128,7,0
226,Set-top box,0.341,11.9,1681,2,0
211,AC,0.814,20.6,3119,15,1
401,TV,0.508,1.3,2237,20,1
307,TV,0.411,9.4,936,13,0
219,AC,0.42,20.7,239,40,0
215,Set-top box,0.217,12.1,910,37,1
226,AC,0.997,16.4,2270,33,1
323,TV,0.588,5.9,2223,30,1
427,Set-top box,0.241,9.2,2318,45,1
426,TV,0.655,5.7,3045,23,1
210,AC,0.998,22.0,4499,16,1
329,AC,0.808,6.9,3112,36,1
421,TV,0.595,17.5,220,1,0
402,Set-top box,0.179,7.8,2388,46,1
319,TV,0.231,2.3,2785,17,1
417,TV,0.321,6.0,2892,2,0
313,AC,0.589,22.0,3296,37,1
330,AC,0.338,12.2,2767,19,0
310,Set-top box,0.375,6.0,1061,13,0
404,AC,0.644,10.6,696,36,1
309,AC,0.834,18.5,3296,5,1
216,Set-top box,0.417,2.9,1800,46,1
311,AC,0.416,11.7,833,15,0
216,Set-top box,0.345,4.8,2853,24,1
422,Set-top box,0.348,3.4,1757,49,0
124,TV,0.211,1.3,3559,11,0
103,AC,0.921,17.9,1440,5,1
412,Set-top box,0.231,6.3,3097,33,1
417,AC,0.758,2.8,1431,18,0
315,Set-top box,0.266,4.2,3050,19,0
322,AC,0.514,6.9,210,36,1
415,Set-top box,0.08,1.3,796,38,1
124,Set-top box,0.467,3.6,204,29,1
324,Set-top box,0.366,5.8,2547,24,1
128,TV,0.454,11.6,2965,12,1
310,Set-top box,0.135,12.7,2968,34,1
318,TV,0.593,9.6,2362,18,1
421,Set-top box,0.218,4.0,1287,4,0
427,Set-top box,0.109,3.1,1219,25,0
117,TV,0.651,13.0,1172,11,0
229,AC,0.959,4.5,3291,13,1
325,AC,0.419,17.8,3461,25,1
221,AC,0.534,21.9,2583,12,1
313,TV,0.625,3.5,1888,4,1
104,Set-top box,0.258,1.9,2173,23,0
205,TV,0.339,1.3,902,5,0
420,Set-top box,0.355,9.1,1166,23,0
407,AC,0.567,20.9,2862,13,1
321,TV,0.483,11.0,3647,7,1
429,Set-top box,0.364,1.4,3161,17,1
401,AC,0.758,2.2,2770,39,0
217,TV,0.244,3.8,486,2,0
309,TV,0.345,13.8,485,7,0
312,AC,0.484,12.3,3958,2,0
329,Set-top box,0.429,8.1,3343,11,1
325,AC,0.276,8.6,229,10,0
228,Set-top box,0.434,9.5,2230,44,1
303,Set-top box,0.147,1.2,1048,1,0
409,TV,0.274,7.7,2830,19,1
114,AC,0.462,2.0,813,29,1
112,AC,0.626,10.2,187,33,1
213,AC,0.376,7.2,3951,7,0
221,TV,0.21,14.3,3465,13,1
405,TV,0.487,3.9,2599,23,1
320,TV,0.469,5.7,3245,2,0
112,Set-top box,0.056,8.0,3241,5,0
215,Set-top box,0.07,4.3,2304,45,1
201,Set-top box,0.113,11.0,402,9,0
221,Set-top box,0.105,10.9,2142,47,1
315,TV,0.264,1.8,62,13,0
229,AC,0.94,5.1,1505,25,1
305,AC,0.723,20.3,3402,0,1
303,AC,0.282,22.0,4992,38,0
427,Set-top box,0.316,6.1,3217,28,1
115,TV,0.308,15.3,3643,0,0
410,Set-top box,0.091,14.7,2263,25,0
413,AC,0.799,19.7,3228,9,1
212,TV,0.549,12.9,76,5,0
326,Set-top box,0.428,12.6,1089,24,1
317,Set-top box,0.16,7.4,1984,40,1
407,Set-top box,0.197,2.6,3425,14,0
404,AC,0.793,2.7,2087,12,0
203,AC,0.516,15.9,883,10,1
113,TV,0.481,12.8,2692,29,0
121,Set-top box,0.052,13.6,79,36,1
423,TV,0.24,6.4,1974,27,1
202,TV,0.554,2.9,1936,29,1
317,Set-top box,0.322,14.7,2204,40,1
101,TV,0.341,2.1,3790,30,1
108,Set-top box,0.25,8.6,3027,22,1
410,Set-top box,0.255,6.2,1717,3,0
416,Set-top box,0.128,5.6,419,28,0
125,TV,0.165,6.0,3668,20,1
118,TV,0.328,10.3,1993,22,1
330,TV,0.235,14.1,2850,0,0
103,Set-top box,0.14,1.3,674,15,0
114,AC,0.993,10.6,1130,19,1
205,Set-top box,0.326,8.4,1794,5,1
222,Set-top box,0.331,15.9,2381,5,1
421,AC,0.762,13.5,72,23,1
116,TV,0.147,6.9,1358,5,0
207,TV,0.282,9.3,3290,4,1
324,AC,0.702,3.9,4520,5,1
216,TV,0.213,9.3,3037,5,0
411,TV,0.419,14.1,3026,14,0
419,AC,0.358,4.5,3555,2,0
112,TV,0.544,14.4,2873,23,1
405,AC,0.599,14.0,2758,0,0
430,AC,0.465,6.9,3313,38,1
227,Set-top box,0.488,13.8,582,42,1
219,Set-top box,0.417,11.6,2537,24,1
207,Set-top box,0.451,13.5,2695,5,0
112,AC,0.758,8.0,710,2,1
429,AC,0.723,10.1,262,16,0
317,TV,0.299,17.5,1957,19,1
115,TV,0.291,5.6,355,30,1
113,AC,0.442,7.1,1312,27,0
218,Set-top box,0.277,14.7,2784,18,0
410,TV,0.385,3.5,1685,14,0
420,TV,0.53,6.4,1326,3,0
314,Set-top box,0.095,2.9,1132,49,1
227,AC,0.8,15.0,4519,6,1
417,AC,0.787,7.3,149,0,0
205,Set-top box,0.493,12.6,1280,15,1
110,TV,0.661,15.9,2005,20,1
209,AC,0.842,3.1,3587,4,1
103,AC,0.2,7.7,3571,37,1
229,TV,0.699,11.2,3048,13,0
227,AC,0.604,5.5,76,19,0
301,AC,0.647,4.2,1346,32,1
128,Set-top box,0.41,15.7,1454,5,0
416,Set-top box,0.442,7.6,944,45,1
106,AC,0.833,2.3,4445,7,1
114,Set-top box,0.226,11.8,3468,41,1
202,AC,0.792,6.5,70,9,0
125,AC,0.358,9.9,4730,12,1
225,TV,0.347,5.0,1241,8,0
418,TV,0.623,12.5,3082,2,1
418,AC,0.504,5.6,2835,34,1
329,TV,0.567,16.2,2011,16,1
109,Set-top box,0.412,9.8,660,38,0
224,Set-top box,0.242,6.5,1354,48,1
225,TV,0.291,2.9,2904,12,0
117,Set-top box,0.401,14.0,86,30,0
221,Set-top box,0.172,17.8,488,21,0
111,Set-top box,0.303,4.8,647,1,0
414,Set-top box,0.121,16.0,1573,7,0
130,TV,0.483,11.4,746,18,0
327,Set-top box,0.321,9.1,2148,37,1
413,Set-top box,0.396,3.6,2120,37,1
310,Set-top box,0.235,5.5,1786,42,1
208,AC,0.633,7.7,1546,16,0
401,AC,0.944,5.0,2016,19,0
423,AC,0.928,8.6,2411,35,0
129,TV,0.365,5.4,192,2,0
426,TV,0.184,10.1,2245,7,0
424,TV,0.4,6.0,650,28,1
321,Set-top box,0.129,8.8,930,12,0
203,Set-top box,0.394,4.1,126,40,1
208,AC,0.46,2.5,529,19,0
409,Set-top box,0.361,1.1,761,11,0
409,TV,0.163,18.0,1941,30,0
423,AC,0.496,8.1,4760,38,1
413,TV,0.509,7.1,1839,19,0
229,TV,0.697,15.7,338,25,1
211,AC,0.266,15.1,3635,8,0
313,AC,0.469,14.0,4911,24,0
101,Set-top box,0.241,8.9,3036,3,0
327,Set-top box,0.441,9.4,50,45,1
128,Set-top box,0.236,7.5,2756,28,1
106,TV,0.297,3.5,3738,19,1
118,AC,0.809,5.4,1347,31,1
328,TV,0.635,16.8,2111,6,1
121,TV,0.489,2.8,2185,20,0
330,TV,0.335,3.6,382,25,0
106,Set-top box,0.165,17.2,2863,30,1
426,TV,0.273,12.6,3634,17,1
230,Set-top box,0.234,12.0,623,29,0
319,AC,0.451,8.7,1034,16,0
203,TV,0.32,14.8,2441,0,0
201,AC,0.9,12.4,235,18,1
108,TV,0.566,8.8,1251,6,1
414,TV,0.462,3.5,869,18,1
414,TV,0.15,16.4,2491,27,1
109,AC,0.624,10.0,2333,15,0
326,TV,0.402,3.5,2606,28,1
321,TV,0.169,6.5,1349,2,0
108,Set-top box,0.479,3.4,2538,43,1
109,AC,0.859,3.5,2647,4,0
127,Set-top box,0.19,12.0,3189,29,1
118,TV,0.492,1.3,2875,3,0
414,TV,0.367,16.2,2848,6,1
115,AC,0.597,12.2,504,31,0
408,Set-top box,0.462,10.8,3413,1,1
406,TV,0.353,11.7,1566,26,1
409,TV,0.651,8.0,1137,1,0
116,Set-top box,0.142,4.2,2905,35,1
322,Set-top box,0.343,12.3,1284,49,1
229,Set-top box,0.183,8.6,3275,28,1
105,Set-top box,0.054,15.7,3237,47,0
307,AC,0.314,17.0,3487,1,0
213,AC,0.938,14.7,4080,5,1
302,TV,0.233,1.3,3054,23,1
408,TV,0.274,5.9,2714,9,0
419,Set-top box,0.394,16.6,2679,49,1
110,TV,0.564,3.5,222,9,0
115,AC,0.495,7.8,2539,39,1
417,Set-top box,0.455,4.9,1065,28,1
306,Set-top box,0.084,13.3,3066,21,0
226,AC,0.333,10.8,981,2,0
112,TV,0.211,11.0,1606,2,0
428,TV,0.652,7.5,377,10,0
118,AC,0.99,19.9,3798,9,1
430,Set-top box,0.148,13.6,389,24,0
307,TV,0.471,11.4,2503,4,0
315,Set-top box,0.472,5.1,1999,44,1
219,TV,0.306,6.9,2564,19,1
329,AC,0.514,21.1,1821,19,0
106,AC,0.952,4.2,1965,30,1
306,TV,0.369,8.4,215,8,0
411,AC,0.815,20.8,1701,25,1
109,TV,0.235,17.1,2175,28,1
223,AC,0.88,21.4,225,3,1
219,TV,0.496,11.7,3551,1,1
329,Set-top box,0.107,16.4,519,5,0
405,AC,0.886,5.0,975,24,1
306,AC,0.397,16.8,4036,20,1
402,TV,0.237,10.5,1298,24,1
423,Set-top box,0.079,1.3,1054,26,1
330,Set-top box,0.227,7.1,1291,37,1
407,AC,0.684,15.3,4266,25,0
316,Set-top box,0.341,2.0,2633,47,0
417,TV,0.346,2.6,959,14,0
404,AC,0.723,14.9,4041,28,0
318,TV,0.277,14.1,3684,9,1
416,Set-top box,0.347,15.6,2807,7,1
111,AC,0.884,10.8,1732,37,1
218,AC,0.785,20.3,3301,27,1
203,Set-top box,0.384,8.9,2662,34,1
201,AC,0.647,3.3,1727,8,0
205,AC,0.983,12.0,2351,23,0
411,AC,0.645,17.8,4258,26,1
317,Set-top box,0.275,7.9,2313,46,0
305,TV,0.402,17.6,3197,6,0
128,TV,0.379,2.3,3695,19,1
218,TV,0.546,13.5,1346,0,1
223,TV,0.558,16.9,3777,19,1
106,AC,0.298,19.0,3775,5,0
316,AC,0.373,10.2,2759,6,1
227,Set-top box,0.455,3.7,1997,21,1
313,AC,0.594,3.8,1294,3,1
310,AC,0.493,16.0,218,33,0
427,Set-top box,0.399,14.1,440,17,1
320,AC,0.753,6.6,4492,27,0
215,TV,0.357,9.1,3256,25,1
111,Set-top box,0.221,10.1,1521,19,0
309,TV,0.372,15.2,3716,24,1
229,AC,0.433,8.3,3878,1,1
419,AC,0.961,5.7,4346,24,1
219,Set-top box,0.452,8.2,3147,27,1
218,Set-top box,0.236,14.9,2932,50,1
305,AC,0.792,21.1,3312,18,1
120,AC,0.987,3.5,1473,32,1
202,Set-top box,0.433,9.1,2909,37,1
108,AC,0.4,14.8,3090,35,0
420,Set-top box,0.122,1.3,975,38,0
304,AC,0.549,21.1,1453,1,0
209,AC,0.579,21.2,495,21,1
